Date,Group,TopicType,Url,Title,PageViews,PVMoM,Visitors,Engagement,Flags,BounceRate,ClickThroughRate,CopyTryScrollRate,ExitRate,HelpfulRating,Ratings,Verbatims,Drilldown,Trends,Freshness,MSUpdateCycleDays,LastPublished,LastReviewed,OrganicSearchReferrals,OrganicSearchRate,DirectTrafficRate,MicrosoftTrafficRate,ExternalTrafficRate,SocialMediaTrafficRate,CopyRate,TryRate,ScrollRate,FirstPublished,MSAuthor,IsHistorical,RedirectUrl,PlatformId,CSAs
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/language-service/conversational-language-understanding/concepts/evaluation-metrics,Conversational language understanding evaluation metrics - Azure AI services,267,-0.7%,197,H,1,11.6%,22.8%,83.8%,25.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-acbc11fb-3e24-76ec-ce32-d17de5971413&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-acbc11fb-3e24-76ec-ce32-d17de5971413&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-06-05,2025-06-04,43,16.1%,27.0%,50.2%,6.7%,0.0%,6%,0%,83%,8/28/2024,lajanuar,No,,acbc11fb-3e24-76ec-ce32-d17de5971413,"[""data-ai""]"
August 2025,Concepts,quickstart,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/captioning-quickstart,Create captions with speech to text quickstart - Speech service - Azure AI services,212,9.3%,129,L,2,18.9%,38.2%,67.4%,36.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-245cba17-4393-30e2-dc42-b6d1dd244376&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-245cba17-4393-30e2-dc42-b6d1dd244376&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-20,2025-08-07,43,20.3%,47.2%,27.4%,5.2%,0.0%,5%,0%,67%,8/28/2024,pafarley,No,,245cba17-4393-30e2-dc42-b6d1dd244376,"[""data-ai""]"
August 2025,Concepts,article,https://learn.microsoft.com/en-us/azure/ai-foundry/responsible-ai/language-service/data-privacy,"Data, privacy, and security for Azure AI Language - Azure AI services",300,2.0%,218,H,0,11.7%,35.7%,75.7%,19.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-564a37ad-3c6a-f6a6-60bc-472c948b9028&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-564a37ad-3c6a-f6a6-60bc-472c948b9028&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,> 365 days,90,2025-08-17,2022-08-15,43,14.3%,22.0%,55.0%,8.7%,0.0%,5%,0%,76%,6/24/2025,lajanuar,No,,564a37ad-3c6a-f6a6-60bc-472c948b9028,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/batch-transcription-get,Get batch transcription results - Speech service - Azure AI services,691,-22.1%,367,H,0,8.1%,47.6%,84.2%,27.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-be348117-74ee-1fce-b02f-aa0ea927c77c&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-be348117-74ee-1fce-b02f-aa0ea927c77c&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-08-20,2025-05-25,43,6.2%,8.0%,82.5%,3.3%,0.0%,14%,2%,84%,8/28/2024,pafarley,No,,be348117-74ee-1fce-b02f-aa0ea927c77c,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/how-to/develop/create-hub-project-sdk,How to create a hub using the Azure Machine Learning SDK/CLI - Azure AI Foundry,135,-25.4%,88,H,1,22.2%,37.8%,80.7%,25.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-c9e5b892-da78-6eef-6b4e-045d27e01567&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-c9e5b892-da78-6eef-6b4e-045d27e01567&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-14,2025-08-14,43,31.9%,21.5%,45.2%,1.5%,0.0%,8%,0%,81%,2/28/2025,sgilley,No,,c9e5b892-da78-6eef-6b4e-045d27e01567,
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/language-learning-with-pronunciation-assessment,Interactive language learning with pronunciation assessment - Azure AI services,197,36.8%,132,H,1,14.7%,40.6%,72.0%,34.5%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-f440faba-eccd-f526-b5a2-605ffb7191a3&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-f440faba-eccd-f526-b5a2-605ffb7191a3&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-20,2025-08-07,43,21.8%,34.5%,40.6%,3.0%,0.0%,6%,0%,71%,8/28/2024,pafarley,No,,f440faba-eccd-f526-b5a2-605ffb7191a3,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/luis/faq,LUIS frequently asked questions - Azure,101,36.5%,68,L,3,16.8%,9.9%,64.7%,19.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-fb05462c-b66c-5696-ab3a-ca3bb1633352&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-fb05462c-b66c-5696-ab3a-ca3bb1633352&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,365,2025-06-13,2025-06-12,43,42.6%,34.7%,21.8%,1.0%,0.0%,0%,0%,65%,8/28/2024,lajanuar,No,,fb05462c-b66c-5696-ab3a-ca3bb1633352,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/bring-your-own-storage-speech-resource,Set up the Bring your own storage (BYOS) Speech resource - Azure AI services,242,-17.7%,105,H,0,11.2%,40.9%,81.0%,34.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-1c577396-d543-1bfc-4c18-47079b50a75a&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-1c577396-d543-1bfc-4c18-47079b50a75a&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-20,2025-08-07,43,17.8%,35.5%,42.6%,4.1%,0.0%,21%,0%,80%,8/28/2024,pafarley,No,,1c577396-d543-1bfc-4c18-47079b50a75a,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/luis/choose-natural-language-processing-service,Use NLP with QnA Maker for chat bots - Azure,72,-8.9%,53,L,2,16.7%,13.9%,75.5%,38.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-bed07e4e-5efb-ccce-5d7b-f7dfc7521fbe&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-bed07e4e-5efb-ccce-5d7b-f7dfc7521fbe&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,365,2025-06-13,2025-06-12,43,59.7%,31.9%,6.9%,1.4%,0.0%,8%,0%,76%,8/28/2024,lajanuar,No,,bed07e4e-5efb-ccce-5d7b-f7dfc7521fbe,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/versioning/v3-1-migration-guide,How-to: Migrate Document Intelligence applications to v3.1. - Azure AI services,344,0.9%,216,H,0,12.8%,27.9%,78.7%,22.4%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-4420ffcd-1301-7ea8-65bb-103c6d00ecfa&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-4420ffcd-1301-7ea8-65bb-103c6d00ecfa&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,365,2025-02-09,2025-02-07,42,12.2%,32.8%,52.9%,2.0%,0.0%,7%,0%,79%,10/16/2024,lajanuar,No,,4420ffcd-1301-7ea8-65bb-103c6d00ecfa,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/translator/custom-translator/how-to/test-your-model,View Azure AI Custom Translator model details and test translation - Azure AI services,320,40.4%,238,H,1,15.6%,31.3%,84.0%,25.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-c76cbd44-314f-0972-d7e3-43ffaabace32&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-c76cbd44-314f-0972-d7e3-43ffaabace32&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-05-19,2025-05-19,42,13.1%,24.4%,61.9%,0.3%,0.3%,3%,0%,84%,8/28/2024,lajanuar,No,,c76cbd44-314f-0972-d7e3-43ffaabace32,"[""data-ai""]"
August 2025,Concepts,quickstart,https://learn.microsoft.com/en-us/azure/ai-services/language-service/custom-text-classification/quickstart,Quickstart - Custom text classification - Azure AI services,400,-10.9%,222,H,0,15.0%,50.5%,83.8%,22.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-bae4850b-0023-d55c-0b5a-de1eb78b57d0&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-bae4850b-0023-d55c-0b5a-de1eb78b57d0&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-05-28,2025-04-29,41,10.3%,20.3%,67.5%,2.0%,0.0%,4%,0%,84%,8/28/2024,lajanuar,No,,bae4850b-0023-d55c-0b5a-de1eb78b57d0,"[""data-ai""]"
August 2025,Concepts,quickstart,https://learn.microsoft.com/en-us/azure/ai-services/translator/document-translation/quickstarts/client-library-sdks,Batch Document translation C#/.NET or Python client library - Azure AI services,449,0.2%,264,H,0,14.0%,52.1%,84.1%,23.4%,0.0%,1,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-641f0a95-9a27-f1fd-5dc3-64053d3c118f&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-641f0a95-9a27-f1fd-5dc3-64053d3c118f&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-06-11,2025-04-14,40,8.9%,20.0%,69.9%,1.1%,0.0%,13%,0%,84%,8/28/2024,lajanuar,No,,641f0a95-9a27-f1fd-5dc3-64053d3c118f,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/language-service/question-answering/concepts/best-practices,Best practices - custom question answering - Azure AI services,189,6.8%,128,H,1,14.8%,24.9%,76.6%,29.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-7244c844-f54d-d44b-1b04-425643275506&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-7244c844-f54d-d44b-1b04-425643275506&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-07-20,2025-07-17,40,21.2%,28.6%,30.2%,20.1%,0.0%,3%,0%,77%,8/28/2024,lajanuar,No,,7244c844-f54d-d44b-1b04-425643275506,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/containers/configuration,Configure Document Intelligence containers - Azure AI services,360,2.0%,173,H,0,13.3%,41.4%,87.9%,21.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-ce227cf6-6db2-7385-14a8-1e11c902a20a&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-ce227cf6-6db2-7385-14a8-1e11c902a20a&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,271-365 days,365,2025-07-10,2024-11-19,40,11.1%,21.7%,65.6%,1.7%,0.0%,8%,0%,87%,8/28/2024,lajanuar,No,,ce227cf6-6db2-7385-14a8-1e11c902a20a,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/translator/text-translation/how-to/use-dynamic-dictionary,Dynamic Dictionary - Azure AI Translator - Azure AI services,195,-5.8%,129,H,0,14.9%,25.6%,75.2%,30.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-d743fe42-1572-bb32-5cd5-cdf44ac9bf93&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-d743fe42-1572-bb32-5cd5-cdf44ac9bf93&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-05-19,2025-05-19,40,20.5%,17.4%,60.0%,2.1%,0.0%,11%,0%,74%,3/9/2025,lajanuar,No,,d743fe42-1572-bb32-5cd5-cdf44ac9bf93,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/language-service/custom-text-classification/how-to/tag-data,How to label your data for custom classification - Azure AI services,154,41.3%,94,H,0,10.4%,35.7%,83.0%,27.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-a24cc2a5-3de1-739f-9023-5e35a5602a0c&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-a24cc2a5-3de1-739f-9023-5e35a5602a0c&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-06-30,2025-06-30,40,26.0%,20.1%,53.9%,0.0%,0.0%,1%,0%,83%,8/28/2024,lajanuar,No,,a24cc2a5-3de1-739f-9023-5e35a5602a0c,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/how-to/migration-javascript,How to migrate to OpenAI JavaScript v4.x - Azure OpenAI in Azure AI Foundry Models,209,-23.2%,147,L,2,17.2%,37.8%,68.7%,37.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-5c3e8f71-7e0d-d741-348b-5e94f00d974d&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-5c3e8f71-7e0d-d741-348b-5e94f00d974d&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-08-01,2025-07-31,40,19.1%,24.4%,49.3%,7.2%,0.0%,16%,0%,69%,7/2/2025,mbullwin,No,,5c3e8f71-7e0d-d741-348b-5e94f00d974d,
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/language-service/language-detection/language-support,Language Detection language support - Azure AI services,219,-8.0%,157,H,1,14.6%,30.6%,74.5%,30.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-5dca21bf-c74b-8726-4b89-6c3a50b515b6&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-5dca21bf-c74b-8726-4b89-6c3a50b515b6&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-06-30,2025-06-30,40,18.3%,19.6%,60.7%,1.4%,0.0%,9%,0%,75%,8/28/2024,lajanuar,No,,5dca21bf-c74b-8726-4b89-6c3a50b515b6,"[""data-ai""]"
August 2025,Concepts,quickstart,https://learn.microsoft.com/en-us/azure/ai-services/translator/custom-translator/quickstart,"Quickstart: Build, deploy, and use a custom model - Azure AI Custom Translator - Azure AI services",559,-14.7%,348,L,2,17.0%,44.0%,74.7%,19.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-89272e65-a330-8f31-91c7-1ac22de9ec41&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-89272e65-a330-8f31-91c7-1ac22de9ec41&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-05-19,2025-05-19,40,7.2%,21.6%,67.6%,2.5%,1.1%,4%,0%,75%,8/28/2024,lajanuar,No,,89272e65-a330-8f31-91c7-1ac22de9ec41,"[""data-ai""]"
August 2025,Concepts,quickstart,https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/v21/try-sample-label-tool,"Quickstart: Label forms, train a model, and analyze forms using the Sample Labeling tool - Document Intelligence  - Azure AI services",446,-3.7%,252,H,0,13.9%,30.9%,82.9%,38.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-c7d424cb-6c29-c45a-87bf-eff468165f45&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-c7d424cb-6c29-c45a-87bf-eff468165f45&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,271-365 days,365,2025-05-23,2024-11-19,40,9.0%,21.7%,62.3%,6.1%,0.9%,2%,0%,83%,10/16/2024,lajanuar,No,,c7d424cb-6c29-c45a-87bf-eff468165f45,"[""data-ai""]"
August 2025,Concepts,quickstart,https://learn.microsoft.com/en-us/azure/ai-services/language-service/named-entity-recognition/quickstart,Quickstart: Use the NER client library - Azure AI services,527,4.4%,304,H,0,12.3%,52.4%,84.5%,26.6%,100.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-31160988-36a5-ab22-06e6-a9ae04d5cf82&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-31160988-36a5-ab22-06e6-a9ae04d5cf82&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-05-28,2025-05-23,40,7.6%,15.7%,74.4%,2.3%,0.0%,9%,0%,85%,8/28/2024,lajanuar,No,,31160988-36a5-ab22-06e6-a9ae04d5cf82,"[""data-ai""]"
August 2025,Concepts,faq,https://learn.microsoft.com/en-us/azure/ai-services/speech-service/faq-tts,Text to speech frequently asked questions (FAQ) - Azure AI services,226,-24.2%,185,H,0,8.8%,57.1%,76.8%,16.4%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-1f9edd8a-7e80-a30a-2c51-5fbdab1969cf&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-1f9edd8a-7e80-a30a-2c51-5fbdab1969cf&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-20,2025-08-07,40,17.7%,8.8%,70.8%,2.7%,0.0%,1%,0%,77%,8/28/2024,pafarley,No,,1f9edd8a-7e80-a30a-2c51-5fbdab1969cf,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-services/translator/custom-translator/how-to/train-custom-model,Train an Azure AI Custom Translator model - Azure AI services,263,28.9%,185,H,0,13.3%,35.0%,80.0%,18.3%,100.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-f4975867-dd6b-76a8-c4b1-58e4ab3279b2&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-f4975867-dd6b-76a8-c4b1-58e4ab3279b2&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,2025-05-19,2025-05-19,40,15.2%,30.4%,52.9%,1.5%,0.0%,5%,0%,80%,8/28/2024,lajanuar,No,,f4975867-dd6b-76a8-c4b1-58e4ab3279b2,"[""data-ai""]"
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/translator/custom-translator/concepts/dictionaries,What is a dictionary? - Azure AI Custom Translator - Azure AI services,223,-10.4%,128,H,0,9.9%,41.7%,80.5%,25.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-1ef97061-be3b-eb09-0e47-d8d59b22d0f1&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-1ef97061-be3b-eb09-0e47-d8d59b22d0f1&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-07-22,2025-07-22,40,17.9%,25.6%,51.6%,4.9%,0.0%,9%,0%,81%,8/28/2024,lajanuar,No,,1ef97061-be3b-eb09-0e47-d8d59b22d0f1,"[""data-ai""]"
August 2025,Concepts,how-to,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/concepts/provisioned-migration,Azure OpenAI Provisioned August 2024 Update - Azure OpenAI,793,-2.9%,521,H,0,14.8%,32.2%,82.7%,37.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-5e2ebc5b-5821-8922-8853-d212991dd01b&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-5e2ebc5b-5821-8922-8853-d212991dd01b&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,90,2025-07-11,2025-06-30,39,4.9%,16.1%,75.8%,3.2%,0.0%,3%,0%,83%,7/2/2025,aahi,No,,5e2ebc5b-5821-8922-8853-d212991dd01b,
August 2025,Concepts,conceptual,https://learn.microsoft.com/en-us/azure/ai-services/language-service/concepts/model-lifecycle,Model Lifecycle of Language service models - Azure AI services,290,-0.3%,202,L,2,16.6%,12.1%,86.6%,26.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-eb5dd5eb-5b35-4e37-d108-bbb2a24ecfe2&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-eb5dd5eb-5b35-4e37-d108-bbb2a24ecfe2&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,2025-08-08,2025-08-07,39,13.4%,30.7%,53.4%,2.4%,0.0%,10%,0%,87%,8/28/2024,lajanuar,No,,eb5dd5eb-5b35-4e37-d108-bbb2a24ecfe2,"[""data-ai""]"
