Notes,NextGen?,NextGen TOC,Parent Path,Name,filename,URL,Is External,ms.author,ms.topic,ms.service,description,zone_pivot_groups,pivot_id,has_pivots,pivot_groups,hub-only,file_found,has_tabs,tab_count,tab_formats,has_images,image_count,portal_steps,has_code_blocks,code_block_count,code_languages,has_code_refs,code_ref_count,contains_link_no_param,Contains_link_with_param,title,author
,,,Agent Service > Concepts > Tools > Computer Use (preview),Overview,ai-foundry/agents/how-to/tools/computer-use.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/computer-use,False,aahi,how-to,azure-ai-agent-service,Learn how to use Azure AI Foundry Agent Service Computer Use Tool,,,False,,False,True,False,0,,False,0,True,True,4,"json, none",False,0,False,False,How to use Azure AI Foundry Agent Service Computer Use Tool,aahill
,,,Agent Service > Concepts > Tools > Computer Use (preview),How to use Computer Use,ai-foundry/agents/how-to/tools/computer-use-samples.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/computer-use-samples,False,aahi,how-to,azure-ai-agent-service,Find code samples and instructions for using the Computer Use model in the Azure AI Foundry Agent Service.,,,False,,False,True,False,0,,True,1,False,True,6,"console, none, python",False,0,False,False,How to use the Computer Use Tool,aahill
,y,,Agent Service > Concepts > Tools > Deep Research (preview),Overview,ai-foundry/agents/how-to/tools/deep-research.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/deep-research,False,aahi,how-to,azure-ai-agent-service,Learn how to use the deep research tool with agents.,,,False,,False,True,False,0,,True,8,True,False,0,,False,0,False,True,Deep research tool,aahill
,n,,Agent Service > Concepts > Tools > Deep Research (preview),How to use Deep Research,ai-foundry/agents/how-to/tools/deep-research-samples.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/deep-research-samples,False,aahi,how-to,azure-ai-agent-service,Find code samples and instructions for using deep research in the Azure AI Foundry Agent Service.,selection-deep-research,selection-deep-research,True,selection-deep-research,False,True,False,0,,True,6,False,True,10,"csharp, none, typescript, console, python",False,0,False,False,How to use the deep research tool,aahill
,y,,Agent Service > Concepts > Tools > File search,Overview,ai-foundry/agents/how-to/tools/file-search.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/file-search,False,aahi,how-to,azure-ai-agent-service,Learn how to use Agents file search.,,,False,,False,True,False,0,,False,0,False,True,10,"python, none",False,0,False,False,How to use Azure AI Agents file search,aahill
,n,,Agent Service > Concepts > Tools > File search,How to upload files,ai-foundry/agents/how-to/tools/file-search-upload-files.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/file-search-upload-files,False,aahi,how-to,azure-ai-agent-service,Find code samples and instructions for uploading files to Azure AI Foundry Agent Service.,selection-bing-grounding-code,selection-bing-grounding-code,True,selection-bing-grounding-code,False,True,False,0,,True,3,True,True,54,"python, none, csharp, javascript, bash, java",False,0,False,True,How to upload files using the file search tool,aahill
,y,,Agent Service > Concepts > Tools,Function calling,ai-foundry/agents/how-to/tools/function-calling.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/function-calling,False,aahi,how-to,azure-ai-agent-service,Learn how to use Azure AI Agents with function calling.,selection-function-calling,selection-function-calling,True,selection-function-calling,False,True,False,0,,False,0,False,True,20,"python, none, csharp, javascript, bash, java",False,0,False,False,How to use Azure AI Foundry Agent Service with function calling,aahill
,y,,Agent Service > Concepts > Tools > Grounding with Bing Search,Overview,ai-foundry/agents/how-to/tools/bing-grounding.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/bing-grounding,False,aahi,how-to,azure-ai-agent-service,Learn how to ground Azure AI Agents using Bing Search results.,,,False,,False,True,False,0,,True,3,True,True,2,"python, none",False,0,False,False,How to use Grounding with Bing Search in Azure AI Foundry Agent Service,aahill
,n,,Agent Service > Concepts > Tools > Grounding with Bing Search,How to use Grounding with Bing Search,ai-foundry/agents/how-to/tools/bing-code-samples.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/bing-code-samples,False,aahi,how-to,azure-ai-agent-service,Find code samples to ground Azure AI Agents using Bing Search results.,selection-bing-grounding-code,selection-bing-grounding-code,True,selection-bing-grounding-code,False,True,False,0,,True,4,True,True,48,"python, none, csharp, javascript, bash, java",False,0,False,True,Grounding with Bing Search code samples,aahill
,y,,Agent Service > Concepts > Tools > Grounding with Bing Custom Search (preview),Overview,ai-foundry/agents/how-to/tools/bing-custom-search.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/bing-custom-search,False,aahi,how-to,azure-ai-agent-service,Learn how to ground Azure AI Agents using Custom Bing Search results.,,,False,,False,True,False,0,,True,1,True,False,0,,False,0,False,True,How to use Custom Bing Search with Azure AI Foundry Agent Service,aahill
,n,,Agent Service > Concepts > Tools > Grounding with Bing Custom Search (preview),How to use Grounding with Bing Custom Search,ai-foundry/agents/how-to/tools/bing-custom-search-samples.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/bing-custom-search-samples,False,aahi,how-to,azure-ai-agent-service,Find samples to ground Azure AI Foundry Agents using Custom Bing Search results.,selection-bing-custom-grounding,selection-bing-custom-grounding,True,selection-bing-custom-grounding,False,True,False,0,,True,4,True,True,36,"python, none, csharp, javascript, bash",False,0,False,True,How to use the Custom Bing Search with Azure AI Foundry Agent Service tool,aahill
,y,,Agent Service > Concepts > Tools,Logic apps,ai-foundry/agents/how-to/tools/logic-apps.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/logic-apps,False,aahi,how-to,azure-ai-agent-service,Learn how to integrate Logic Apps with Azure AI Agents to execute tasks like sending emails.,selection-logic-apps,selection-logic-apps,True,selection-logic-apps,False,True,False,0,,True,3,True,True,12,"python, none",False,0,False,True,How to use Logic Apps with Azure AI Foundry Agent Service,aahill
,y,,Agent Service > Concepts > Tools,Microsoft Fabric (preview),ai-foundry/agents/how-to/tools/fabric.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/fabric,False,aahi,how-to,azure-ai-agent-service,Learn how to perform data analytics in Azure AI Foundry Agents using Microsoft Fabric data agent.,selection-fabric-data-agent,selection-fabric-data-agent,True,selection-fabric-data-agent,False,True,False,0,,True,4,True,True,38,"python, none, csharp, javascript, bash",False,0,False,True,How to use the data agents in Microsoft Fabric with Azure AI Foundry Agent Service,aahill
,y,,Agent Service > Concepts > Tools > Model Context Protocol (preview),Overview,ai-foundry/agents/how-to/tools/model-context-protocol.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/model-context-protocol,False,aahi,how-to,azure-ai-agent-service,Learn how to add MCP servers to Azure AI Foundry Agent Service.,,,False,,False,True,False,0,,False,0,True,False,0,,False,0,False,False,Connect to a Model Context Protocol Server Endpoint in Azure AI Foundry Agent Service (Preview),aahill
,n,,Agent Service > Concepts > Tools > Model Context Protocol (preview),How to use Model Context Protocol,ai-foundry/agents/how-to/tools/model-context-protocol-samples.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/model-context-protocol-samples,False,aahi,how-to,azure-ai-agent-service,Find code samples to connect Azure AI Foundry Agent Service with MCP servers.,selection-mcp-code,selection-mcp-code,True,selection-mcp-code,False,True,False,0,,False,0,False,True,30,"csharp, none, python, bash",False,0,False,False,Code Samples for the Model Context Protocol Tool (Preview),aahill
,y,,Agent Service > Concepts > Tools > OpenAPI defined tools,Overview,ai-foundry/agents/how-to/tools/openapi-spec.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/openapi-spec,False,aahi,how-to,azure-ai-agent-service,Learn how to use Azure AI Agents with OpenAPI Specified Tools.,,,False,,False,True,False,0,,True,5,True,False,0,,False,0,False,True,How to use Azure AI Foundry Agent Service with OpenAPI Specified Tools,aahill
,n,,Agent Service > Concepts > Tools > OpenAPI defined tools,How to use OpenAPI defined tools,ai-foundry/agents/how-to/tools/openapi-spec-samples.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/openapi-spec-samples,False,aahi,how-to,azure-ai-agent-service,Find code samples to use OpenAPI tools with agents.,selection-openapi-function,selection-openapi-function,True,selection-openapi-function,False,True,False,0,,True,3,True,True,46,"python, none, javascript, csharp, bash, java",False,0,False,True,OpenAPI spec code samples,aahill
,n,,Agent Service > Concepts > Tools > OpenAPI defined tools,Invoke an OpenAPI App Service web app,azure/app-service/invoke-openapi-web-app-from-azure-ai-agent-service?context=/azure/ai-services/agents/context/context,https://learn.microsoft.com/azure/azure/app-service/invoke-openapi-web-app-from-azure-ai-agent-service?context=/azure/ai-services/agents/context/context,False,,,,,,,False,,False,False,False,0,,False,0,False,False,0,,False,0,False,False,,
,y,,Agent Service > Concepts > Tools > SharePoint,Overview,ai-foundry/agents/how-to/tools/sharepoint.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/sharepoint,False,aahi,how-to,azure-ai-agent-service,Learn how to ground Azure AI Agents using Microsoft SharePoint content.,,,False,,False,True,False,0,,True,1,True,False,0,,False,0,False,False,How to use Microsoft SharePoint content with Azure AI Agent Service,aahill
,n,,Agent Service > Concepts > Tools > SharePoint,How to use SharePoint,ai-foundry/agents/how-to/tools/sharepoint-samples.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/tools/sharepoint-samples,False,aahi,how-to,azure-ai-agent-service,Find examples on how to ground agents with SharePoint.,selection-agent-sharepoint,selection-agent-sharepoint,True,selection-agent-sharepoint,False,True,False,0,,True,2,False,True,20,"python, none, bash",False,0,False,False,How to use the SharePoint tool,aahill
,?,,Agent Service > Concepts > Enterprise features,Use your own resources,ai-foundry/agents/how-to/use-your-own-resources.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/use-your-own-resources,False,aahi,how-to,azure-ai-agent-service,Learn how to use resources that you already have with the Azure AI Foundry Agent Service.,,,False,,False,True,False,0,,True,1,True,False,0,,False,0,False,False,Use your own resources in the Azure AI Foundry Agent Service,aahill
,n,,Agent Service > Concepts > Enterprise features,Content filtering,ai-services/openai/how-to/content-filters.md?context=/azure/ai-services/agents/context/context,https://learn.microsoft.com/azure/ai-services/openai/how-to/content-filters?context=/azure/ai-services/agents/context/context,False,,,,,,,False,,False,False,False,0,,False,0,False,False,0,,False,0,False,False,,
refactor,n,,Agent Service > Concepts > Enterprise features,Use virtual networks,ai-foundry/agents/how-to/virtual-networks.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/virtual-networks,False,aahi,how-to,azure-ai-agent-service,Learn how to use your own virtual network with the Azure AI Foundry Agent Service.,,,False,,False,True,False,0,,True,1,False,False,0,,False,0,False,False,How to use a virtual network with the Azure AI Foundry Agent Service,aahill
,y,,Agent Service > Concepts > Enterprise features,Capability hosts,ai-foundry/agents/concepts/capability-hosts.md,https://learn.microsoft.com/azure/ai-foundry/agents/concepts/capability-hosts,False,fosteramanda,conceptual,azure-ai-agent-service,Learn how to create and delete capability hosts,,,False,,False,True,False,0,,False,0,True,True,20,"http, none, json, csharp",False,0,False,False,Learn what is a capability host,fosteramanda
,?,,Agent Service > Concepts > Multi-agent workflows,Connected agents,ai-foundry/agents/how-to/connected-agents.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/connected-agents,False,aahi,how-to,azure-ai-agent-service,Learn how to create multi-agentic systems using connected agents in the Azure AI Foundry Agent Service.,selection-connected-agents,selection-connected-agents,True,selection-connected-agents,False,True,False,0,,True,2,True,False,0,,False,0,False,False,How to use connected agents,aahill
,y,,Agent Service > Concepts > Multi-agent workflows,Processes,semantic-kernel/frameworks/process/process-framework,https://learn.microsoft.com/azure/semantic-kernel/frameworks/process/process-framework,False,,,,,,,False,,False,False,False,0,,False,0,False,False,0,,False,0,False,False,,
rename file,y,,Agent Service > How-to,Trigger an agent using Logic Apps,ai-foundry/agents/how-to/triggers.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/triggers,False,aahi,how-to,azure-ai-agent-service,Use this article to learn how to trigger an AI agent when an event occurs.,,,False,,False,True,False,0,,True,3,True,True,2,"json, none",False,0,False,False,Trigger an Azure AI Foundry agent using Logic Apps,aahill
,y,,Agent Service > How-to,Use the Visual Studio Code extension,ai-foundry/how-to/develop/vs-code-agents.md?context=/azure/ai-services/agents/context/context,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/vs-code-agents?context=/azure/ai-services/agents/context/context,False,johalexander,how-to,azure-ai-foundry,Use this article to learn how to use Azure AI Foundry Agent Service directly in VS Code.,,,False,,False,True,False,0,,True,29,True,True,2,"yml, none",False,0,False,True,Work with Azure AI Foundry Agent Service using the Azure AI Foundry for Visual Studio Code extension,ms-johnalex
,y,,Agent Service > Observability,Service monitoring,ai-foundry/agents/how-to/metrics.md,https://learn.microsoft.com/azure/ai-foundry/agents/how-to/metrics,False,aahi,conceptual,azure-ai-agent-service,Start here to learn how to use Azure Monitor to capture and analyze metrics for your Azure AI Foundry Agent Service.,,,False,,False,True,False,0,,True,1,False,False,0,,False,0,False,False,Monitor Azure AI Foundry Agent Service,aahill
,y,,Agent Service > Observability,Trace and observe agents,ai-foundry/how-to/develop/trace-agents-sdk.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/trace-agents-sdk,False,lagayhar,how-to,azure-ai-foundry,"View trace results for AI agents using Azure AI Foundry SDK and OpenTelemetry. Learn to see execution traces, debug performance, and monitor AI agent behavior step-by-step.",,,False,,False,True,False,0,,True,3,True,True,24,"bash, none, python, sql",False,0,False,False,View Trace Results for AI Agents in Azure AI Foundry,lgayhardt
security & governance,y,,Agent Service > Responsible AI,Transparency note,ai-foundry/responsible-ai/agents/transparency-note.md,https://learn.microsoft.com/azure/ai-foundry/responsible-ai/agents/transparency-note,False,aahi,article,azure-ai-agent-service,Transparency Note for Azure Agents Service,,,False,,False,True,False,0,,True,1,True,False,0,,False,0,True,True,Transparency Note for Azure Agent Service,aahill
security & governance,y,,Agent Service > Responsible AI,"Data, privacy, and security For Azure AI Foundry Agent Service",ai-foundry/responsible-ai/agents/data-privacy-security.md,https://learn.microsoft.com/azure/ai-foundry/responsible-ai/agents/data-privacy-security,False,aahi,article,azure-ai-agent-service,"This document details issues for data, privacy, and security for Azure AI Agent Service",,,False,,False,True,False,0,,True,1,True,False,0,,False,0,False,False,"Data, privacy, and security for Azure AI Agent Service",aahill
,?,,Solutions > Azure AI Search for RAG,Retrieval Augmented Generation (RAG) overview,ai-foundry/concepts/retrieval-augmented-generation.md,https://learn.microsoft.com/azure/ai-foundry/concepts/retrieval-augmented-generation,False,sgilley,concept-article,azure-ai-foundry,This article introduces retrieval augmented generation for use in generative AI applications.,,,False,,False,True,False,0,,True,2,False,False,0,,False,0,False,False,Retrieval augmented generation in Azure AI Foundry portal,sdgilley
,n,,Solutions > Azure AI Search for RAG,Use Azure AI Search,azure/search/search-what-is-azure-search?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/azure/search/search-what-is-azure-search?context=/azure/ai-foundry/context/context,False,,,,,,,False,,False,False,False,0,,False,0,False,False,0,,False,0,False,False,,
,n,,Solutions > Azure AI Search for RAG,Build and consume vector indexes (Portal),ai-foundry/how-to/index-add.md,https://learn.microsoft.com/azure/ai-foundry/how-to/index-add,False,ssalgado,how-to,azure-ai-foundry,Learn how to create and use a vector index for performing Retrieval Augmented Generation (RAG).,,,False,,False,True,False,0,,True,7,True,False,0,,False,0,False,True,How to build and consume vector indexes in Azure AI Foundry portal,ssalgadodev
,n,,Solutions > Azure AI Search for RAG,Build a RAG solution using Azure AI Search,azure/search/tutorial-rag-build-solution?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/azure/search/tutorial-rag-build-solution?context=/azure/ai-foundry/context/context,False,,,,,,,False,,False,False,False,0,,False,0,False,False,0,,False,0,False,False,,
,y,Developer environment,Solutions > Develop with code,Set up your development environment,ai-foundry/how-to/develop/install-cli-sdk.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/install-cli-sdk,False,sgilley,how-to,azure-ai-foundry,Instructions for installing the Azure AI Foundry SDK and the Azure CLI,foundry-sdk-overview-languages,foundry-sdk-overview-languages,True,foundry-sdk-overview-languages,False,True,False,0,,False,0,False,False,0,,False,0,False,True,Set up your development environment,sdgilley
,y,,Solutions > Develop with code,Work in VS Code (Preview),ai-foundry/how-to/develop/get-started-projects-vs-code.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/get-started-projects-vs-code,False,johalexander,how-to,azure-ai-foundry,Use this article to learn how to create projects and deploy Large Language Models using Azure AI Foundry capabilities directly in VS Code.,,,False,,False,True,False,0,,True,29,True,False,0,,False,0,False,False,Work with the Azure AI Foundry for Visual Studio Code extension,ms-johnalex
,y,,Solutions > Develop with code,Use the Azure AI Foundry Agent Service in VS Code (Preview),ai-foundry/how-to/develop/vs-code-agents.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/vs-code-agents,False,johalexander,how-to,azure-ai-foundry,Use this article to learn how to use Azure AI Foundry Agent Service directly in VS Code.,,,False,,False,True,False,0,,True,29,True,True,2,"yml, none",False,0,False,True,Work with Azure AI Foundry Agent Service using the Azure AI Foundry for Visual Studio Code extension,ms-johnalex
,y,Developer environment,Solutions > Develop with code,Start with an AI template,ai-foundry/how-to/develop/ai-template-get-started.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/ai-template-get-started,False,sgilley,how-to,azure-ai-foundry,This article provides instructions on how to use an AI template to get started with Azure AI Foundry.,,,False,,False,True,False,0,,False,0,True,False,0,,False,0,False,True,How to get started with an AI template,sdgilley
,y,Developer environment,Solutions > Develop with code,Develop with LangChain,ai-foundry/how-to/develop/langchain.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/langchain,False,sgilley,how-to,azure-ai-foundry,This article explains how to use LangChain with models deployed in Azure AI Foundry portal to build advance intelligent applications.,,,False,,False,True,False,0,,True,1,True,True,28,"python, none, bash",False,0,False,True,Develop application with LangChain and Azure AI Foundry,sdgilley
,y,Developer environment,Solutions > Develop with code,Develop with LlamaIndex,ai-foundry/how-to/develop/llama-index.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/llama-index,False,sgilley,how-to,azure-ai-foundry,This article explains how to use LlamaIndex with models deployed in Azure AI Foundry portal to build advance intelligent applications.,,,False,,False,True,False,0,,False,0,False,True,30,"python, none, bash",False,0,False,True,Develop application with LlamaIndex and Azure AI Foundry,sdgilley
refactor to provide guidance for using agent framework,?,Agent,Solutions > Develop with code,Develop with Semantic Kernel,ai-foundry/how-to/develop/semantic-kernel.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/semantic-kernel,False,lagayhar,how-to,azure-ai-foundry,Develop applications with Semantic Kernel and Azure AI Foundry.,,,False,,False,True,False,0,,False,0,True,True,24,"bash, none, python",False,0,False,True,Develop applications with Semantic Kernel and Azure AI Foundry,lgayhardt
,n,,Solutions > Develop with code > Quickstarts,Use the chat playground,ai-foundry/quickstarts/get-started-playground.md,https://learn.microsoft.com/azure/ai-foundry/quickstarts/get-started-playground,False,sgilley,quickstart,azure-ai-foundry,"Get answers using the chat playground in Azure AI Foundry portal. Learn how to deploy models, ask questions, and get AI responses quickly with this step-by-step tutorial.",,,False,,False,True,False,0,,True,1,True,False,0,,False,0,False,True,Get Answers in Chat Playground - Azure AI Foundry Quickstart,sdgilley
,n,,Solutions > Develop with code > In-depth tutorials > Build custom app with Azure AI Foundry SDK,Part 1: Set up project and install SDK,ai-foundry/tutorials/copilot-sdk-create-resources.md,https://learn.microsoft.com/azure/ai-foundry/tutorials/copilot-sdk-create-resources,False,sgilley,tutorial,azure-ai-foundry,"Build a custom chat app using the Azure AI Foundry SDK. Part 1 of a 3-part tutorial series, which shows how to create the resources you need for parts 2 and 3.",,,False,,True,True,False,0,,True,1,True,False,0,,True,2,False,True,Part 1: Set up project and development environment to build a custom knowledge retrieval (RAG) app,sdgilley
,n,,Solutions > Develop with code > In-depth tutorials > Build custom app with Azure AI Foundry SDK,Part 2: Build with data retrieval,ai-foundry/tutorials/copilot-sdk-build-rag.md,https://learn.microsoft.com/azure/ai-foundry/tutorials/copilot-sdk-build-rag,False,sgilley,tutorial,azure-ai-foundry,Learn how to build a RAG-based chat app using the Azure AI Foundry SDK. This tutorial is part 2 of a 3-part tutorial series.,,,False,,True,True,False,0,,True,1,True,True,4,"bash, none",True,13,False,True,Part 2: Build a custom knowledge retrieval (RAG) app with the Azure AI Foundry SDK,sdgilley
,n,,Solutions > Develop with code > In-depth tutorials > Build custom app with Azure AI Foundry SDK,Part 3: Evaluate the chat app,ai-foundry/tutorials/copilot-sdk-evaluate.md,https://learn.microsoft.com/azure/ai-foundry/tutorials/copilot-sdk-evaluate,False,sgilley,tutorial,azure-ai-foundry,Evaluate and deploy a custom chat app with the prompt flow SDK. This tutorial is part 3 of a 3-part tutorial series.,,,False,,True,True,False,0,,True,1,True,True,2,"text, none",True,4,False,True,Part 3: Evaluate a chat app with the Azure AI SDK,sdgilley
,y*,,Solutions > Develop with code > In-depth tutorials,Get started with DeepSeek-R1 reasoning model,ai-foundry/foundry-models/tutorials/get-started-deepseek-r1.md,https://learn.microsoft.com/azure/ai-foundry/foundry-models/tutorials/get-started-deepseek-r1,False,mopeakande,tutorial,azure-ai-foundry,Learn about the reasoning capabilities of DeepSeek-R1 in Azure AI Foundry Models.,,,False,,False,True,False,0,,True,6,True,True,4,"python, none, console",False,0,False,True,Tutorial: Getting started with DeepSeek-R1 reasoning model in Azure AI Foundry Models,msakande
,y*,,Solutions > Develop with code > In-depth tutorials,Deploy an enterprise chat web app,ai-foundry/tutorials/deploy-chat-web-app.md,https://learn.microsoft.com/azure/ai-foundry/tutorials/deploy-chat-web-app,False,sgilley,tutorial,azure-ai-foundry,Use this article to deploy an enterprise chat web app in the Azure AI Foundry portal playground.,,,False,,True,True,False,0,,True,6,True,False,0,,False,0,False,True,Tutorial: Deploy an enterprise chat web app in the Azure AI Foundry portal playground,sdgilley
,n,,Solutions > Develop with code > In-depth tutorials,Build a RAG solution using Azure AI Search,azure/search/tutorial-rag-build-solution?context=/azure/ai-foundry/context/context,https://learn.microsoft.com/azure/azure/search/tutorial-rag-build-solution?context=/azure/ai-foundry/context/context,False,,,,,,,False,,False,False,False,0,,False,0,False,False,0,,False,0,False,False,,
,y,,Observability,Observability basics,ai-foundry/concepts/observability.md,https://learn.microsoft.com/azure/ai-foundry/concepts/observability,False,lagayhar,concept-article,azure-ai-foundry,"Learn how Azure AI Foundry enables safe, high-quality generative AI through systematic evaluation and observability tools.",,,False,,False,True,False,0,,True,2,False,False,0,,False,0,False,False,Observability in Generative AI with Azure AI Foundry,lgayhardt
,y,,Observability > Supported evaluators,General purpose evaluators,ai-foundry/concepts/evaluation-evaluators/general-purpose-evaluators.md,https://learn.microsoft.com/azure/ai-foundry/concepts/evaluation-evaluators/general-purpose-evaluators,False,lagayhar,reference,azure-ai-foundry,"Learn about general-purpose evaluators for generative AI, including coherence, fluency, and question-answering composite evaluation.",,,False,,False,True,False,0,,False,0,False,True,14,"python, none",False,0,False,False,General purpose evaluators for generative AI,lgayhardt
,y,,Observability > Supported evaluators,Textual similarity evaluators,ai-foundry/concepts/evaluation-evaluators/textual-similarity-evaluators.md,https://learn.microsoft.com/azure/ai-foundry/concepts/evaluation-evaluators/textual-similarity-evaluators,False,lagayhar,reference,azure-ai-foundry,"Learn about textual similarity evaluators for generative AI, including semantic similarity, F1 score, BLEU, GLEU, ROUGE, and METEOR metrics.",,,False,,False,True,False,0,,False,0,False,True,26,"python, none",False,0,False,False,Textual similarity evaluators for generative AI,lgayhardt
,y,,Observability > Supported evaluators,Retrieval Augmented Generation (RAG) evaluators,ai-foundry/concepts/evaluation-evaluators/rag-evaluators.md,https://learn.microsoft.com/azure/ai-foundry/concepts/evaluation-evaluators/rag-evaluators,False,lagayhar,reference,azure-ai-foundry,"Learn about Retrieval-augmented Generation (RAG) evaluators for assessing relevance, groundedness, and response completeness in generative AI systems.",,,False,,False,True,False,0,,False,0,False,True,26,"python, none",False,0,False,False,Retrieval-augmented Generation (RAG) evaluators for generative AI,lgayhardt
,y,,Observability > Supported evaluators,Risk and safety evaluators,ai-foundry/concepts/evaluation-evaluators/risk-safety-evaluators.md,https://learn.microsoft.com/azure/ai-foundry/concepts/evaluation-evaluators/risk-safety-evaluators,False,lagayhar,reference,azure-ai-foundry,"Learn about risk and safety evaluators for generative AI, including tools for assessing content safety, jailbreak vulnerabilities, and code security risks.",,,False,,False,True,False,0,,False,0,False,True,40,"python, none, json",False,0,False,False,Risk and safety evaluators for generative AI,lgayhardt
,y,,Observability > Supported evaluators,Agent evaluators,ai-foundry/concepts/evaluation-evaluators/agent-evaluators.md,https://learn.microsoft.com/azure/ai-foundry/concepts/evaluation-evaluators/agent-evaluators,False,lagayhar,reference,azure-ai-foundry,"Learn how to evaluate Azure AI agents using intent resolution, tool call accuracy, and task adherence evaluators.",,,False,,False,True,False,0,,False,0,False,True,14,"python, none",False,0,False,False,Agent evaluators for generative AI,lgayhardt
,y,,Observability > Supported evaluators,Azure OpenAI evaluators,ai-foundry/concepts/evaluation-evaluators/azure-openai-graders.md,https://learn.microsoft.com/azure/ai-foundry/concepts/evaluation-evaluators/azure-openai-graders,False,lagayhar,reference,azure-ai-foundry,"Learn about Azure OpenAI Graders for evaluating AI model outputs, including label grading, string checking, text similarity, and custom grading.",,,False,,False,True,False,0,,False,0,False,True,28,"python, none, jsonl",False,0,False,False,Azure OpenAI Graders for generative AI,lgayhardt
,y,,Observability > Supported evaluators,Custom evaluators,ai-foundry/concepts/evaluation-evaluators/custom-evaluators.md,https://learn.microsoft.com/azure/ai-foundry/concepts/evaluation-evaluators/custom-evaluators,False,lagayhar,reference,azure-ai-foundry,Learn how to create custom evaluators for your AI applications using code-based or prompt-based approaches.,,,False,,False,True,False,0,,False,0,False,True,14,"python, none, markdown",False,0,False,False,Custom evaluators,lgayhardt
,y,,Observability > Batch evaluations,Generate synthetic and simulated data for evaluation,ai-foundry/how-to/develop/simulator-interaction-data.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/simulator-interaction-data,False,lagayhar,how-to,azure-ai-foundry,This article provides instructions on how to generate synthetic data to run simulations to evaluate the performance and safety of your generative AI application.,,,False,,False,True,False,0,,False,0,False,True,42,"python, none, yaml, json",False,0,False,False,Generate Synthetic and Simulated Data for Evaluation,lgayhardt
,y,,Observability > Batch evaluations,Run evaluations locally (Azure AI Evaluation SDK),ai-foundry/how-to/develop/evaluate-sdk.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/evaluate-sdk,False,lagayhar,how-to,azure-ai-foundry,This article provides instructions on how to evaluate a generative AI application with the Azure AI Evaluation SDK.,,,False,,False,True,False,0,,False,0,True,True,28,"python, none, json",False,0,False,False,Local Evaluation with the Azure AI Evaluation SDK,lgayhardt
,y,,Observability > Batch evaluations,Run evaluations in the cloud (Azure AI Foundry SDK),ai-foundry/how-to/develop/cloud-evaluation.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/cloud-evaluation,False,lagayhar,how-to,azure-ai-foundry,This article provides instructions on how to evaluate a generative AI application in the cloud.,,,False,,False,True,False,0,,False,0,True,True,10,"python, none",False,0,False,False,Cloud Evaluation with the Azure AI Foundry SDK,lgayhardt
,y,,Observability > Batch evaluations,Run agent evaluations locally (Azure AI Evaluation SDK),ai-foundry/how-to/develop/agent-evaluate-sdk.md,https://learn.microsoft.com/azure/ai-foundry/how-to/develop/agent-evaluate-sdk,False,lagayhar,how-to,azure-ai-foundry,This article provides instructions on how to evaluate an AI agent with the Azure AI Evaluation SDK.,,,False,,False,True,False,0,,False,0,False,True,32,"python, none",False,0,False,False,Agent Evaluation with the Azure AI Evaluation SDK,lgayhardt
